ref_area,indicator,source,time,obs_value,obs_status
ERI,LAP_2GDP_NOC_RT,XA:1921,2014,40.15,I
ERI,LAP_2GDP_NOC_RT,XA:1921,2013,42.05,I
ERI,LAP_2GDP_NOC_RT,XA:1921,2012,41.48,I
ERI,LAP_2GDP_NOC_RT,XA:1921,2011,41.23,I
ERI,LAP_2GDP_NOC_RT,XA:1921,2010,41.61,I
ERI,LAP_2GDP_NOC_RT,XA:1921,2009,41.63,I
ERI,LAP_2GDP_NOC_RT,XA:1921,2008,42.18,I
ERI,LAP_2GDP_NOC_RT,XA:1921,2007,41.75,I
ERI,LAP_2GDP_NOC_RT,XA:1921,2006,41.89,I
ERI,LAP_2GDP_NOC_RT,XA:1921,2005,41.74,I
ERI,LAP_2GDP_NOC_RT,XA:1921,2004,41.83,I
ESH,LAP_2GDP_NOC_RT,XA:2024,2019,41.54,I
ESH,LAP_2GDP_NOC_RT,XA:2024,2018,41.5,I
ESH,LAP_2GDP_NOC_RT,XA:2024,2017,41.56,I
ESH,LAP_2GDP_NOC_RT,XA:2024,2016,41.66,I
ESH,LAP_2GDP_NOC_RT,XA:2024,2015,41.88,I
ESH,LAP_2GDP_NOC_RT,XA:2024,2014,41.59,I
ESH,LAP_2GDP_NOC_RT,XA:2024,2013,41.76,I
ESH,LAP_2GDP_NOC_RT,XA:2024,2012,41.58,I
ESH,LAP_2GDP_NOC_RT,XA:2024,2011,41.74,I
ESH,LAP_2GDP_NOC_RT,XA:2024,2010,41.54,I
ESH,LAP_2GDP_NOC_RT,XA:2024,2009,42.21,I
ESH,LAP_2GDP_NOC_RT,XA:2024,2008,41.61,I
ESH,LAP_2GDP_NOC_RT,XA:2024,2007,41.19,I
ESH,LAP_2GDP_NOC_RT,XA:2024,2006,40.96,I
ESH,LAP_2GDP_NOC_RT,XA:2024,2005,40.72,I
ESH,LAP_2GDP_NOC_RT,XA:2024,2004,40.27,I
ESP,LAP_2GDP_NOC_RT,XA:2028,2019,57.29,M
ESP,LAP_2GDP_NOC_RT,XA:2028,2018,56.79,
ESP,LAP_2GDP_NOC_RT,XA:2028,2017,56.79,
ESP,LAP_2GDP_NOC_RT,XA:2028,2016,58.16,
ESP,LAP_2GDP_NOC_RT,XA:2028,2015,59.35,
ESP,LAP_2GDP_NOC_RT,XA:2028,2014,58.33,
ESP,LAP_2GDP_NOC_RT,XA:2028,2013,59,
ESP,LAP_2GDP_NOC_RT,XA:2028,2012,61.46,
ESP,LAP_2GDP_NOC_RT,XA:2028,2011,62.6,M
ESP,LAP_2GDP_NOC_RT,XA:2028,2010,64.04,M
ESP,LAP_2GDP_NOC_RT,XA:2028,2009,64.76,M
ESP,LAP_2GDP_NOC_RT,XA:2028,2008,64.76,M
ESP,LAP_2GDP_NOC_RT,XA:2028,2007,62.25,M
ESP,LAP_2GDP_NOC_RT,XA:2028,2006,61.88,M
ESP,LAP_2GDP_NOC_RT,XA:2028,2005,61.86,M
ESP,LAP_2GDP_NOC_RT,XA:2028,2004,62.43,M
EST,LAP_2GDP_NOC_RT,XA:1874,2019,58.34,M
EST,LAP_2GDP_NOC_RT,XA:1874,2018,56.99,M
EST,LAP_2GDP_NOC_RT,XA:1874,2017,56.73,
EST,LAP_2GDP_NOC_RT,XA:1874,2016,54.59,M
EST,LAP_2GDP_NOC_RT,XA:1874,2015,56.48,M
EST,LAP_2GDP_NOC_RT,XA:1874,2014,54.1,
EST,LAP_2GDP_NOC_RT,XA:1874,2013,52.46,
EST,LAP_2GDP_NOC_RT,XA:1874,2012,51.34,
EST,LAP_2GDP_NOC_RT,XA:1874,2011,50.74,
EST,LAP_2GDP_NOC_RT,XA:1874,2010,52.02,M
EST,LAP_2GDP_NOC_RT,XA:1874,2009,55.91,M
EST,LAP_2GDP_NOC_RT,XA:1874,2008,56.15,M
EST,LAP_2GDP_NOC_RT,XA:1874,2007,51.68,
EST,LAP_2GDP_NOC_RT,XA:1874,2006,49.1,M
EST,LAP_2GDP_NOC_RT,XA:1874,2005,48.5,M
EST,LAP_2GDP_NOC_RT,XA:1874,2004,49.63,M
ETH,LAP_2GDP_NOC_RT,XA:2036,2019,41.77,I
ETH,LAP_2GDP_NOC_RT,XA:2036,2018,42.28,I
ETH,LAP_2GDP_NOC_RT,XA:2036,2017,41.58,I
ETH,LAP_2GDP_NOC_RT,XA:2036,2016,41.71,I
ETH,LAP_2GDP_NOC_RT,XA:2036,2015,41.54,I
ETH,LAP_2GDP_NOC_RT,XA:2036,2014,41.56,I
ETH,LAP_2GDP_NOC_RT,XA:2036,2013,41.45,I
ETH,LAP_2GDP_NOC_RT,XA:2036,2012,42.07,I
ETH,LAP_2GDP_NOC_RT,XA:2036,2011,41.41,I
ETH,LAP_2GDP_NOC_RT,XA:2036,2010,41.11,I
ETH,LAP_2GDP_NOC_RT,XA:2036,2009,42.27,I
ETH,LAP_2GDP_NOC_RT,XA:2036,2008,41.76,I
ETH,LAP_2GDP_NOC_RT,XA:2036,2007,41.63,I
ETH,LAP_2GDP_NOC_RT,XA:2036,2006,41.89,I
ETH,LAP_2GDP_NOC_RT,XA:2036,2005,41.66,I
ETH,LAP_2GDP_NOC_RT,XA:2036,2004,41.14,I
FIN,LAP_2GDP_NOC_RT,XA:1836,2019,54.57,M
FIN,LAP_2GDP_NOC_RT,XA:1836,2018,54.22,
FIN,LAP_2GDP_NOC_RT,XA:1836,2017,53.94,
FIN,LAP_2GDP_NOC_RT,XA:1836,2016,55.81,
FIN,LAP_2GDP_NOC_RT,XA:1836,2015,57.61,
FIN,LAP_2GDP_NOC_RT,XA:1836,2014,57.15,
FIN,LAP_2GDP_NOC_RT,XA:1836,2013,58.14,
FIN,LAP_2GDP_NOC_RT,XA:1836,2012,58.48,
FIN,LAP_2GDP_NOC_RT,XA:1836,2011,58.66,
FIN,LAP_2GDP_NOC_RT,XA:1836,2010,59.53,M
FIN,LAP_2GDP_NOC_RT,XA:1836,2009,61.42,M
FIN,LAP_2GDP_NOC_RT,XA:1836,2008,57.93,
FIN,LAP_2GDP_NOC_RT,XA:1836,2007,56.47,
FIN,LAP_2GDP_NOC_RT,XA:1836,2006,58.15,
FIN,LAP_2GDP_NOC_RT,XA:1836,2005,56.63,
FIN,LAP_2GDP_NOC_RT,XA:1836,2004,56.06,
FJI,LAP_2GDP_NOC_RT,XA:2044,2019,44.15,I
FJI,LAP_2GDP_NOC_RT,XA:2044,2018,43.27,I
FJI,LAP_2GDP_NOC_RT,XA:2044,2017,42.98,I
FJI,LAP_2GDP_NOC_RT,XA:2044,2016,43.64,I
FJI,LAP_2GDP_NOC_RT,XA:2044,2015,43.13,I
FJI,LAP_2GDP_NOC_RT,XA:2044,2014,42.83,I
FJI,LAP_2GDP_NOC_RT,XA:2044,2013,42.95,I
FJI,LAP_2GDP_NOC_RT,XA:2044,2012,43.58,I
FJI,LAP_2GDP_NOC_RT,XA:2044,2011,43.23,I
FJI,LAP_2GDP_NOC_RT,XA:2044,2010,43.14,I
FJI,LAP_2GDP_NOC_RT,XA:2044,2009,44.02,I
FJI,LAP_2GDP_NOC_RT,XA:2044,2008,43.47,I
FJI,LAP_2GDP_NOC_RT,XA:2044,2007,43.84,I
FJI,LAP_2GDP_NOC_RT,XA:2044,2006,43.25,I
FJI,LAP_2GDP_NOC_RT,XA:2044,2005,43.49,I
FJI,LAP_2GDP_NOC_RT,XA:2044,2004,42.52,I
FRA,LAP_2GDP_NOC_RT,XA:2048,2019,59.3,M
FRA,LAP_2GDP_NOC_RT,XA:2048,2018,60.12,
FRA,LAP_2GDP_NOC_RT,XA:2048,2017,59.82,
FRA,LAP_2GDP_NOC_RT,XA:2048,2016,61.8,
FRA,LAP_2GDP_NOC_RT,XA:2048,2015,62.1,M
FRA,LAP_2GDP_NOC_RT,XA:2048,2014,63.38,
FRA,LAP_2GDP_NOC_RT,XA:2048,2013,61.61,
FRA,LAP_2GDP_NOC_RT,XA:2048,2012,62.27,
FRA,LAP_2GDP_NOC_RT,XA:2048,2011,63,
FRA,LAP_2GDP_NOC_RT,XA:2048,2010,63.33,
FRA,LAP_2GDP_NOC_RT,XA:2048,2009,62.54,
FRA,LAP_2GDP_NOC_RT,XA:2048,2008,61.63,
FRA,LAP_2GDP_NOC_RT,XA:2048,2007,63.81,
FRA,LAP_2GDP_NOC_RT,XA:2048,2006,61.79,
FRA,LAP_2GDP_NOC_RT,XA:2048,2005,61.36,
FRA,LAP_2GDP_NOC_RT,XA:2048,2004,60.12,
GAB,LAP_2GDP_NOC_RT,XA:1937,2019,28.17,I
GAB,LAP_2GDP_NOC_RT,XA:1937,2018,28.6,I
GAB,LAP_2GDP_NOC_RT,XA:1937,2017,28.62,I
GAB,LAP_2GDP_NOC_RT,XA:1937,2016,28.36,I
GAB,LAP_2GDP_NOC_RT,XA:1937,2015,28.08,I
GAB,LAP_2GDP_NOC_RT,XA:1937,2014,28.01,I
GAB,LAP_2GDP_NOC_RT,XA:1937,2013,27.81,I
GAB,LAP_2GDP_NOC_RT,XA:1937,2012,27.88,I
GAB,LAP_2GDP_NOC_RT,XA:1937,2011,27.62,I
GAB,LAP_2GDP_NOC_RT,XA:1937,2010,27.66,I
GAB,LAP_2GDP_NOC_RT,XA:1937,2009,28.74,I
GAB,LAP_2GDP_NOC_RT,XA:1937,2008,29.29,I
GAB,LAP_2GDP_NOC_RT,XA:1937,2007,28.01,I
GAB,LAP_2GDP_NOC_RT,XA:1937,2006,29.41,I
GAB,LAP_2GDP_NOC_RT,XA:1937,2005,28.69,I
GAB,LAP_2GDP_NOC_RT,XA:1937,2004,33.49,I
GBR,LAP_2GDP_NOC_RT,XA:2056,2019,57.43,M
GBR,LAP_2GDP_NOC_RT,XA:2056,2018,56.48,
GBR,LAP_2GDP_NOC_RT,XA:2056,2017,56.78,
GBR,LAP_2GDP_NOC_RT,XA:2056,2016,56.58,
GBR,LAP_2GDP_NOC_RT,XA:2056,2015,56.43,
GBR,LAP_2GDP_NOC_RT,XA:2056,2014,57.49,
GBR,LAP_2GDP_NOC_RT,XA:2056,2013,57.67,
GBR,LAP_2GDP_NOC_RT,XA:2056,2012,57.6,
GBR,LAP_2GDP_NOC_RT,XA:2056,2011,58.18,
GBR,LAP_2GDP_NOC_RT,XA:2056,2010,59.34,
GBR,LAP_2GDP_NOC_RT,XA:2056,2009,59.7,
GBR,LAP_2GDP_NOC_RT,XA:2056,2008,59.14,
GBR,LAP_2GDP_NOC_RT,XA:2056,2007,60.09,
GBR,LAP_2GDP_NOC_RT,XA:2056,2006,59.44,
GBR,LAP_2GDP_NOC_RT,XA:2056,2005,58.94,
GBR,LAP_2GDP_NOC_RT,XA:2056,2004,59.24,M
GEO,LAP_2GDP_NOC_RT,XA:2060,2019,55.33,I
GEO,LAP_2GDP_NOC_RT,XA:2060,2018,53.82,I
GEO,LAP_2GDP_NOC_RT,XA:2060,2017,53.9,I
GEO,LAP_2GDP_NOC_RT,XA:2060,2016,55.01,I
GEO,LAP_2GDP_NOC_RT,XA:2060,2015,51.16,I
GEO,LAP_2GDP_NOC_RT,XA:2060,2014,50.12,I
GEO,LAP_2GDP_NOC_RT,XA:2060,2013,51.27,I
GEO,LAP_2GDP_NOC_RT,XA:2060,2012,47.71,I
GEO,LAP_2GDP_NOC_RT,XA:2060,2011,45.83,I
GEO,LAP_2GDP_NOC_RT,XA:2060,2010,43.71,I
GEO,LAP_2GDP_NOC_RT,XA:2060,2009,51.54,I
GEO,LAP_2GDP_NOC_RT,XA:2060,2008,43.97,I
GEO,LAP_2GDP_NOC_RT,XA:2060,2007,37.25,I
GEO,LAP_2GDP_NOC_RT,XA:2060,2006,33.59,I
GEO,LAP_2GDP_NOC_RT,XA:2060,2005,34.39,I
GEO,LAP_2GDP_NOC_RT,XA:2060,2004,34.41,I
GHA,LAP_2GDP_NOC_RT,XA:2064,2019,41.9,I
GHA,LAP_2GDP_NOC_RT,XA:2064,2018,42,I
GHA,LAP_2GDP_NOC_RT,XA:2064,2017,41.73,I
GHA,LAP_2GDP_NOC_RT,XA:2064,2016,42.53,I
GHA,LAP_2GDP_NOC_RT,XA:2064,2015,42.72,I
GHA,LAP_2GDP_NOC_RT,XA:2064,2014,42.45,I
GHA,LAP_2GDP_NOC_RT,XA:2064,2013,41.57,I
GHA,LAP_2GDP_NOC_RT,XA:2064,2012,41.26,I
GHA,LAP_2GDP_NOC_RT,XA:2064,2011,40.5,I
GHA,LAP_2GDP_NOC_RT,XA:2064,2010,41.53,I
GHA,LAP_2GDP_NOC_RT,XA:2064,2009,42.07,I
GHA,LAP_2GDP_NOC_RT,XA:2064,2008,41.4,I
GHA,LAP_2GDP_NOC_RT,XA:2064,2007,42.25,I
GHA,LAP_2GDP_NOC_RT,XA:2064,2006,41.94,I
GHA,LAP_2GDP_NOC_RT,XA:2064,2005,42.07,I
GHA,LAP_2GDP_NOC_RT,XA:2064,2004,42.17,I
GIN,LAP_2GDP_NOC_RT,XA:2068,2019,42.07,I
GIN,LAP_2GDP_NOC_RT,XA:2068,2018,42.58,I
GIN,LAP_2GDP_NOC_RT,XA:2068,2017,43.59,I
GIN,LAP_2GDP_NOC_RT,XA:2068,2016,42.88,I
GIN,LAP_2GDP_NOC_RT,XA:2068,2015,49.04,I
GIN,LAP_2GDP_NOC_RT,XA:2068,2014,48.58,I
GIN,LAP_2GDP_NOC_RT,XA:2068,2013,48.34,I
GIN,LAP_2GDP_NOC_RT,XA:2068,2012,47.13,I
GIN,LAP_2GDP_NOC_RT,XA:2068,2011,48.06,I
GIN,LAP_2GDP_NOC_RT,XA:2068,2010,48.34,I
GIN,LAP_2GDP_NOC_RT,XA:2068,2009,48.84,I
GIN,LAP_2GDP_NOC_RT,XA:2068,2008,45,I
GIN,LAP_2GDP_NOC_RT,XA:2068,2007,45.17,I
GIN,LAP_2GDP_NOC_RT,XA:2068,2006,45.78,I
GIN,LAP_2GDP_NOC_RT,XA:2068,2005,43.35,I
GIN,LAP_2GDP_NOC_RT,XA:2068,2004,42.94,I
GMB,LAP_2GDP_NOC_RT,XA:2075,2019,42.19,I
GMB,LAP_2GDP_NOC_RT,XA:2075,2018,42.11,I
GMB,LAP_2GDP_NOC_RT,XA:2075,2017,42.27,I
GMB,LAP_2GDP_NOC_RT,XA:2075,2016,42.46,I
GMB,LAP_2GDP_NOC_RT,XA:2075,2015,42.16,I
GMB,LAP_2GDP_NOC_RT,XA:2075,2014,42.73,I
GMB,LAP_2GDP_NOC_RT,XA:2075,2013,42.13,I
GMB,LAP_2GDP_NOC_RT,XA:2075,2012,41.76,I
GMB,LAP_2GDP_NOC_RT,XA:2075,2011,43.31,I
GMB,LAP_2GDP_NOC_RT,XA:2075,2010,41.69,I
GMB,LAP_2GDP_NOC_RT,XA:2075,2009,41.64,I
GMB,LAP_2GDP_NOC_RT,XA:2075,2008,41.72,I
GMB,LAP_2GDP_NOC_RT,XA:2075,2007,42.1,I
GMB,LAP_2GDP_NOC_RT,XA:2075,2006,42.51,I
GMB,LAP_2GDP_NOC_RT,XA:2075,2005,42.71,I
GMB,LAP_2GDP_NOC_RT,XA:2075,2004,41.63,I
GNB,LAP_2GDP_NOC_RT,XA:1885,2019,41.7,I
GNB,LAP_2GDP_NOC_RT,XA:1885,2018,42.37,I
GNB,LAP_2GDP_NOC_RT,XA:1885,2017,41.43,I
GNB,LAP_2GDP_NOC_RT,XA:1885,2016,41.4,I
GNB,LAP_2GDP_NOC_RT,XA:1885,2015,41.47,I
GNB,LAP_2GDP_NOC_RT,XA:1885,2014,42.53,I
GNB,LAP_2GDP_NOC_RT,XA:1885,2013,42.04,I
GNB,LAP_2GDP_NOC_RT,XA:1885,2012,43.08,I
GNB,LAP_2GDP_NOC_RT,XA:1885,2011,41.08,I
GNB,LAP_2GDP_NOC_RT,XA:1885,2010,41.83,I
GNB,LAP_2GDP_NOC_RT,XA:1885,2009,42.1,I
GNB,LAP_2GDP_NOC_RT,XA:1885,2008,42.14,I
GNB,LAP_2GDP_NOC_RT,XA:1885,2007,42.16,I
GNB,LAP_2GDP_NOC_RT,XA:1885,2006,42.35,I
GNB,LAP_2GDP_NOC_RT,XA:1885,2005,41.97,I
GNB,LAP_2GDP_NOC_RT,XA:1885,2004,42.27,I
GNQ,LAP_2GDP_NOC_RT,XA:2083,2019,49.95,I
GNQ,LAP_2GDP_NOC_RT,XA:2083,2018,49.89,I
GNQ,LAP_2GDP_NOC_RT,XA:2083,2017,49.8,I
GNQ,LAP_2GDP_NOC_RT,XA:2083,2016,49.86,I
GNQ,LAP_2GDP_NOC_RT,XA:2083,2015,49.79,I
GNQ,LAP_2GDP_NOC_RT,XA:2083,2014,49.37,I
GNQ,LAP_2GDP_NOC_RT,XA:2083,2013,49.53,I
GNQ,LAP_2GDP_NOC_RT,XA:2083,2012,49.02,I
GNQ,LAP_2GDP_NOC_RT,XA:2083,2011,49.15,I
GNQ,LAP_2GDP_NOC_RT,XA:2083,2010,49.75,I
GNQ,LAP_2GDP_NOC_RT,XA:2083,2009,49.28,I
GNQ,LAP_2GDP_NOC_RT,XA:2083,2008,48.67,I
GNQ,LAP_2GDP_NOC_RT,XA:2083,2007,48.88,I
GNQ,LAP_2GDP_NOC_RT,XA:2083,2006,49.24,I
GNQ,LAP_2GDP_NOC_RT,XA:2083,2005,48.92,I
GNQ,LAP_2GDP_NOC_RT,XA:2083,2004,48.22,I
GRC,LAP_2GDP_NOC_RT,XA:1854,2019,55.88,M
GRC,LAP_2GDP_NOC_RT,XA:1854,2018,56.44,
GRC,LAP_2GDP_NOC_RT,XA:1854,2017,54.29,
GRC,LAP_2GDP_NOC_RT,XA:1854,2016,54.38,
GRC,LAP_2GDP_NOC_RT,XA:1854,2015,53.05,
GRC,LAP_2GDP_NOC_RT,XA:1854,2014,55.97,
GRC,LAP_2GDP_NOC_RT,XA:1854,2013,56.19,
GRC,LAP_2GDP_NOC_RT,XA:1854,2012,59.25,
GRC,LAP_2GDP_NOC_RT,XA:1854,2011,59.71,
GRC,LAP_2GDP_NOC_RT,XA:1854,2010,58.05,M
GRC,LAP_2GDP_NOC_RT,XA:1854,2009,57.52,M
GRC,LAP_2GDP_NOC_RT,XA:1854,2008,54.95,M
GRC,LAP_2GDP_NOC_RT,XA:1854,2007,54.03,M
GRC,LAP_2GDP_NOC_RT,XA:1854,2006,54.28,M
GRC,LAP_2GDP_NOC_RT,XA:1854,2005,55.47,M
GRC,LAP_2GDP_NOC_RT,XA:1854,2004,53.85,M
GTM,LAP_2GDP_NOC_RT,XA:1956,2019,46.83,
GTM,LAP_2GDP_NOC_RT,XA:1956,2018,48.19,
GTM,LAP_2GDP_NOC_RT,XA:1956,2017,49.81,
GTM,LAP_2GDP_NOC_RT,XA:1956,2016,47.78,
GTM,LAP_2GDP_NOC_RT,XA:1956,2015,48.82,
GTM,LAP_2GDP_NOC_RT,XA:1956,2014,47.88,
GTM,LAP_2GDP_NOC_RT,XA:1956,2013,51.56,
GTM,LAP_2GDP_NOC_RT,XA:1956,2012,40.02,
GTM,LAP_2GDP_NOC_RT,XA:1956,2011,39.29,M
GTM,LAP_2GDP_NOC_RT,XA:1956,2010,43.06,
GTM,LAP_2GDP_NOC_RT,XA:1956,2009,43.8,M
GTM,LAP_2GDP_NOC_RT,XA:1956,2008,44.14,M
GTM,LAP_2GDP_NOC_RT,XA:1956,2007,45.44,M
GTM,LAP_2GDP_NOC_RT,XA:1956,2006,47.46,M
GTM,LAP_2GDP_NOC_RT,XA:1956,2005,50.01,M
GTM,LAP_2GDP_NOC_RT,XA:1956,2004,52.55,
GUM,LAP_2GDP_NOC_RT,XA:1960,2019,53.63,I
GUM,LAP_2GDP_NOC_RT,XA:1960,2018,54.29,I
GUM,LAP_2GDP_NOC_RT,XA:1960,2017,53.89,I
GUM,LAP_2GDP_NOC_RT,XA:1960,2016,54.05,I
GUM,LAP_2GDP_NOC_RT,XA:1960,2015,53.91,I
GUM,LAP_2GDP_NOC_RT,XA:1960,2014,53.7,I
GUM,LAP_2GDP_NOC_RT,XA:1960,2013,53.72,I
GUM,LAP_2GDP_NOC_RT,XA:1960,2012,53.62,I
GUM,LAP_2GDP_NOC_RT,XA:1960,2011,54.08,I
GUM,LAP_2GDP_NOC_RT,XA:1960,2010,53.58,I
GUM,LAP_2GDP_NOC_RT,XA:1960,2009,53.99,I
GUM,LAP_2GDP_NOC_RT,XA:1960,2008,53.62,I
GUM,LAP_2GDP_NOC_RT,XA:1960,2007,53.91,I
GUM,LAP_2GDP_NOC_RT,XA:1960,2006,54.88,I
GUM,LAP_2GDP_NOC_RT,XA:1960,2005,53.24,I
GUM,LAP_2GDP_NOC_RT,XA:1960,2004,52.59,I
GUY,LAP_2GDP_NOC_RT,XA:1839,2019,48.51,I
GUY,LAP_2GDP_NOC_RT,XA:1839,2018,47.98,I
GUY,LAP_2GDP_NOC_RT,XA:1839,2017,47.98,I
GUY,LAP_2GDP_NOC_RT,XA:1839,2016,47.98,I
GUY,LAP_2GDP_NOC_RT,XA:1839,2015,48.67,I
GUY,LAP_2GDP_NOC_RT,XA:1839,2014,48.47,I
GUY,LAP_2GDP_NOC_RT,XA:1839,2013,48.07,I
GUY,LAP_2GDP_NOC_RT,XA:1839,2012,47.72,I
GUY,LAP_2GDP_NOC_RT,XA:1839,2011,47.76,I
GUY,LAP_2GDP_NOC_RT,XA:1839,2010,48.11,I
GUY,LAP_2GDP_NOC_RT,XA:1839,2009,48.1,I
GUY,LAP_2GDP_NOC_RT,XA:1839,2008,48.6,I
GUY,LAP_2GDP_NOC_RT,XA:1839,2007,47.42,I
GUY,LAP_2GDP_NOC_RT,XA:1839,2006,47.88,I
GUY,LAP_2GDP_NOC_RT,XA:1839,2005,49.41,I
GUY,LAP_2GDP_NOC_RT,XA:1839,2004,48.65,I
HKG,LAP_2GDP_NOC_RT,XA:1964,2019,54.08,I
HKG,LAP_2GDP_NOC_RT,XA:1964,2018,52.89,I
HKG,LAP_2GDP_NOC_RT,XA:1964,2017,54.23,I
HKG,LAP_2GDP_NOC_RT,XA:1964,2016,54.84,I
HKG,LAP_2GDP_NOC_RT,XA:1964,2015,54.07,I
HKG,LAP_2GDP_NOC_RT,XA:1964,2014,54.9,I
HKG,LAP_2GDP_NOC_RT,XA:1964,2013,55.42,I
HKG,LAP_2GDP_NOC_RT,XA:1964,2012,56.05,I
HKG,LAP_2GDP_NOC_RT,XA:1964,2011,55.24,I
HKG,LAP_2GDP_NOC_RT,XA:1964,2010,55.11,I
HKG,LAP_2GDP_NOC_RT,XA:1964,2009,55.55,I
HKG,LAP_2GDP_NOC_RT,XA:1964,2008,52.79,I
HKG,LAP_2GDP_NOC_RT,XA:1964,2007,53.26,I
HKG,LAP_2GDP_NOC_RT,XA:1964,2006,53.87,I
HKG,LAP_2GDP_NOC_RT,XA:1964,2005,54.29,I
HKG,LAP_2GDP_NOC_RT,XA:1964,2004,55.8,I
HND,LAP_2GDP_NOC_RT,XA:1893,2019,61.7,
HND,LAP_2GDP_NOC_RT,XA:1893,2018,61.62,
HND,LAP_2GDP_NOC_RT,XA:1893,2017,62.8,M
HND,LAP_2GDP_NOC_RT,XA:1893,2016,60.72,
HND,LAP_2GDP_NOC_RT,XA:1893,2015,62.48,
HND,LAP_2GDP_NOC_RT,XA:1893,2014,65.25,
HND,LAP_2GDP_NOC_RT,XA:1893,2013,70.12,
HND,LAP_2GDP_NOC_RT,XA:1893,2012,71.54,
HND,LAP_2GDP_NOC_RT,XA:1893,2011,73.17,
HND,LAP_2GDP_NOC_RT,XA:1893,2010,76.48,
HND,LAP_2GDP_NOC_RT,XA:1893,2009,73.88,
HND,LAP_2GDP_NOC_RT,XA:1893,2008,68.69,
HND,LAP_2GDP_NOC_RT,XA:1893,2007,68.77,
HND,LAP_2GDP_NOC_RT,XA:1893,2006,65.57,
HND,LAP_2GDP_NOC_RT,XA:1893,2005,68.49,
HND,LAP_2GDP_NOC_RT,XA:1893,2004,69.17,M
HRV,LAP_2GDP_NOC_RT,XA:2115,2019,57.82,M
HRV,LAP_2GDP_NOC_RT,XA:2115,2018,57.38,
HRV,LAP_2GDP_NOC_RT,XA:2115,2017,54.83,
HRV,LAP_2GDP_NOC_RT,XA:2115,2016,55.98,
HRV,LAP_2GDP_NOC_RT,XA:2115,2015,58.31,
HRV,LAP_2GDP_NOC_RT,XA:2115,2014,56.56,
HRV,LAP_2GDP_NOC_RT,XA:2115,2013,58.4,
HRV,LAP_2GDP_NOC_RT,XA:2115,2012,59.29,
HRV,LAP_2GDP_NOC_RT,XA:2115,2011,59.85,
HRV,LAP_2GDP_NOC_RT,XA:2115,2010,60.98,
HRV,LAP_2GDP_NOC_RT,XA:2115,2009,61.96,M
HRV,LAP_2GDP_NOC_RT,XA:2115,2008,59.68,M
HRV,LAP_2GDP_NOC_RT,XA:2115,2007,59.52,M
HRV,LAP_2GDP_NOC_RT,XA:2115,2006,60.96,M
HRV,LAP_2GDP_NOC_RT,XA:2115,2005,63.43,M
HRV,LAP_2GDP_NOC_RT,XA:2115,2004,63.32,M
HTI,LAP_2GDP_NOC_RT,XA:1858,2019,46.09,I
HTI,LAP_2GDP_NOC_RT,XA:1858,2018,45.52,I
HTI,LAP_2GDP_NOC_RT,XA:1858,2017,45.42,I
HTI,LAP_2GDP_NOC_RT,XA:1858,2016,45.52,I
HTI,LAP_2GDP_NOC_RT,XA:1858,2015,45.54,I
HTI,LAP_2GDP_NOC_RT,XA:1858,2014,45.24,I
HTI,LAP_2GDP_NOC_RT,XA:1858,2013,45.3,I
HTI,LAP_2GDP_NOC_RT,XA:1858,2012,45.75,I
HTI,LAP_2GDP_NOC_RT,XA:1858,2011,44.76,I
HTI,LAP_2GDP_NOC_RT,XA:1858,2010,46.55,I
HTI,LAP_2GDP_NOC_RT,XA:1858,2009,44.73,I
HTI,LAP_2GDP_NOC_RT,XA:1858,2008,45.42,I
HTI,LAP_2GDP_NOC_RT,XA:1858,2007,44.88,I
HTI,LAP_2GDP_NOC_RT,XA:1858,2006,45.57,I
HTI,LAP_2GDP_NOC_RT,XA:1858,2005,45.24,I
HTI,LAP_2GDP_NOC_RT,XA:1858,2004,46.1,I
HUN,LAP_2GDP_NOC_RT,XA:1972,2019,48.89,M
HUN,LAP_2GDP_NOC_RT,XA:1972,2018,49.6,
HUN,LAP_2GDP_NOC_RT,XA:1972,2017,49.43,
HUN,LAP_2GDP_NOC_RT,XA:1972,2016,49.52,
HUN,LAP_2GDP_NOC_RT,XA:1972,2015,48.42,
HUN,LAP_2GDP_NOC_RT,XA:1972,2014,49.61,
HUN,LAP_2GDP_NOC_RT,XA:1972,2013,50.58,
HUN,LAP_2GDP_NOC_RT,XA:1972,2012,51.87,
HUN,LAP_2GDP_NOC_RT,XA:1972,2011,50.73,
HUN,LAP_2GDP_NOC_RT,XA:1972,2010,51.18,M
HUN,LAP_2GDP_NOC_RT,XA:1972,2009,53.3,M
HUN,LAP_2GDP_NOC_RT,XA:1972,2008,53.71,
HUN,LAP_2GDP_NOC_RT,XA:1972,2007,55.36,
HUN,LAP_2GDP_NOC_RT,XA:1972,2006,57.24,
HUN,LAP_2GDP_NOC_RT,XA:1972,2005,57.78,M
HUN,LAP_2GDP_NOC_RT,XA:1972,2004,57.46,M
IDN,LAP_2GDP_NOC_RT,XA:1897,2019,39.94,I
IDN,LAP_2GDP_NOC_RT,XA:1897,2018,39.78,I
IDN,LAP_2GDP_NOC_RT,XA:1897,2017,39.82,I
IDN,LAP_2GDP_NOC_RT,XA:1897,2016,40.24,I
IDN,LAP_2GDP_NOC_RT,XA:1897,2015,40.41,I
IDN,LAP_2GDP_NOC_RT,XA:1897,2014,40.46,I
IDN,LAP_2GDP_NOC_RT,XA:1897,2013,40.05,I
IDN,LAP_2GDP_NOC_RT,XA:1897,2012,39.75,I
